paperID_cited,paperID_citing
15616987,213330802
15616987,204698397
15616987,53723223
15616987,250466801
15616987,128725225
15616987,220353019
15616987,168204084
15616987,204781074
15616987,172709235
89122927,161530920
89122927,258790926
89122927,56555627
89122927,109335850
89122927,266694665
89122927,122091363
89122927,238724897
89122927,73871837
89122927,220192299
89122927,217492134
89122927,134955930
89122927,221673644
89122927,97892608
89122927,100476127
89122927,168204084
89122927,57733214
89122927,20901854
161530920,221673644
161530920,109335850
161530920,113565652
161530920,124672760
161530920,266694665
161530920,258790926
161530920,61880248
123594221,238724897
123594221,175548404
123594221,82089198
242294658,99115501
242294658,63068375
242294658,168204084
20901854,73871837
20901854,168204084
20901854,155980968
20901854,27499569
20901854,194216967
20901854,113565652
20901854,100476127
20901854,57733214
20901854,177802287
20901854,220192299
265288747,63344908
265288747,89122927
265288747,15616987
265288747,220192299
265288747,214090037
265288747,152198704
54484490,222856387
54484490,199840403
54484490,153872722
54484490,61880248
54484490,53723223
54484490,221673644
54484490,36833670
54484490,214090037
54484490,99115501
54484490,168204084
54484490,20089662
54484490,72915209
54484490,217492134
54484490,220192299
54484490,113565652
54484490,76745315
54484490,268697564
54484490,264049796
268697564,153872722
268697564,52858045
268697564,37553840
268697564,138760739
268697564,220353019
268697564,161530920
268697564,14640476
268697564,53723223
268697564,10833500
268697564,152198704
17317040,265288747
17317040,181456576
17317040,97892608
17317040,184037610
17317040,182334866
17317040,78794320
17317040,204781074
17317040,113565652
17317040,44610313
17317040,27499569
17317040,153872722
17317040,201226435
17317040,148629271
57733214,155980968
57733214,89122927
57733214,20089662
57733214,220192299
57733214,52858045
57733214,102416176
57733214,122599050
57733214,266694665
57733214,264049796
57733214,99115501
57733214,198893053
57733214,261801042
73187080,267950777
73187080,265930238
73187080,225790380
73187080,219591472
73187080,89122927
73187080,53723223
73187080,172709235
73187080,221673644
73187080,72915209
73187080,61880248
73187080,78794320
73187080,15616987
73187080,157228697
73187080,102416176
73187080,73431108
73187080,97892608
73187080,56555627
73187080,210736321
73187080,214090037
102416176,242294658
102416176,210736321
102416176,132612270
102416176,265930238
102416176,681669
102416176,264049796
102416176,128725225
102416176,184037610
102416176,153524263
100476127,122091363
100476127,210736321
100476127,267950777
100476127,128725225
100476127,225790380
100476127,204781074
100476127,123594221
100476127,16647308
100476127,52858045
100476127,96053489
138760739,261801042
138760739,192220252
138760739,268697564
138760739,122091363
138760739,56555627
148629271,153524263
148629271,221673644
132612270,194216967
132612270,220353019
132612270,177802287
132612270,160639247
132612270,221673644
132612270,199840403
132612270,265930238
132612270,14640476
132612270,56555627
132612270,220192299
132612270,268805100
177802287,100476127
177802287,20089662
198893053,82089198
198893053,61880248
198893053,20901854
198893053,73431108
198893053,264049796
198893053,148629271
198893053,138760739
198893053,266694665
198893053,152198704
198893053,57733214
198893053,112532675
198893053,213330802
198893053,221673644
198893053,157228697
198893053,89122927
198893053,96053489
198893053,220192299
198893053,17317040
198893053,76745315
120596926,225790380
120596926,109335850
120596926,132612270
120596926,152198704
120596926,4286278
120596926,72915209
120596926,267950777
120596926,264049796
120596926,213330802
120596926,242294658
120596926,214090037
213330802,63344908
213330802,201226435
213330802,220353019
10833500,199840403
10833500,63344908
10833500,194216967
10833500,258790926
10833500,16647308
10833500,61880248
10833500,184037610
10833500,153872722
10833500,20901854
10833500,217492134
10833500,128725225
10833500,265930238
10833500,152198704
10833500,17317040
20089662,78794320
20089662,122599050
20089662,44610313
20089662,73431108
20089662,56555627
20089662,204079890
20089662,192484922
20089662,204781074
20089662,124672760
20089662,213330802
20089662,219591472
20089662,179081275
20089662,27499569
20089662,250466801
20089662,53723223
63068375,17317040
63068375,160639247
63068375,122091363
63068375,109335850
63068375,99115501
63068375,132074289
63068375,155980968
63068375,267950777
63068375,57733214
63068375,148629271
63068375,268697564
63068375,20901854
63068375,14640476
63068375,4286278
63068375,214090037
63068375,37553840
63068375,268805100
63068375,175548404
63068375,238724897
63068375,53723223
63068375,217492134
72915209,148629271
72915209,192220252
72915209,267950777
72915209,102416176
72915209,177250985
72915209,132074289
85755715,238724897
85755715,73871837
85755715,15616987
85755715,123594221
85755715,225790380
85755715,181456576
85755715,201226435
85755715,14640476
85755715,219591472
85755715,53723223
85755715,220192299
85755715,54484490
85755715,36833670
85755715,20089662
85755715,152198704
85755715,56555627
85755715,61880248
85755715,16647308
85755715,222856387
85755715,138760739
85755715,214090037
85755715,78794320
85755715,148629271
52858045,20089662
175548404,217492134
175548404,153872722
175548404,179081275
175548404,17317040
175548404,52858045
175548404,265930238
175548404,238724897
175548404,88634815
175548404,109335850
76745315,57733214
76745315,96053489
76745315,213330802
76745315,72915209
76745315,204698397
76745315,27499569
76745315,266694665
221673644,82089198
221673644,177250985
221673644,201226435
221673644,4286278
221673644,194216967
221673644,73431108
221673644,261801042
221673644,134955930
221673644,186375032
221673644,89122927
221673644,168204084
221673644,182334866
221673644,53723223
113565652,82089198
113565652,250466801
113565652,152198704
113565652,4286278
113565652,266694665
113565652,20901854
53723223,62882485
53723223,242294658
53723223,27499569
53723223,102416176
53723223,10833500
53723223,14640476
53723223,177802287
53723223,182334866
53723223,73871837
53723223,63344908
53723223,186375032
53723223,160639247
53723223,112532675
53723223,250466801
53723223,157228697
53723223,82089198
53723223,220353019
53723223,268805100
53723223,78794320
53723223,132612270
53723223,57733214
53723223,681669
210736321,85755715
210736321,238724897
210736321,204781074
210736321,120596926
210736321,20901854
210736321,20089662
210736321,204698397
210736321,267950777
210736321,44610313
61880248,112532675
61880248,109335850
61880248,63068375
128725225,134955930
128725225,222856387
128725225,218155783
128725225,199840403
128725225,186375032
128725225,132612270
128725225,63068375
128725225,109335850
128725225,221673644
128725225,210736321
128725225,266694665
128725225,161530920
128725225,172709235
128725225,44610313
128725225,168204084
128725225,155980968
128725225,250466801
128725225,268805100
128725225,124672760
128725225,20089662
155980968,134955930
155980968,217492134
155980968,210736321
155980968,267950777
155980968,123594221
155980968,138760739
155980968,124672760
155980968,168204084
155980968,148629271
155980968,16647308
155980968,96053489
155980968,222856387
155980968,265930238
155980968,268805100
155980968,181456576
155980968,258790926
155980968,221673644
155980968,56555627
225790380,264049796
225790380,113565652
225790380,268697564
225790380,214090037
225790380,123594221
225790380,124672760
225790380,157228697
225790380,258790926
225790380,97892608
225790380,220353019
225790380,17317040
225790380,132612270
225790380,204781074
225790380,63344908
225790380,204079890
225790380,56555627
225790380,73187080
225790380,54484490
225790380,153524263
225790380,177250985
204698397,258790926
204698397,204781074
204698397,16647308
204698397,73187080
204698397,152198704
204698397,44610313
204698397,210736321
204698397,96053489
204698397,179081275
204698397,238724897
204698397,198893053
204698397,109335850
204698397,264049796
204698397,177250985
204698397,218155783
204698397,123594221
204698397,268805100
204698397,267950777
204698397,219591472
204698397,62882485
204698397,201226435
204698397,250466801
204698397,37553840
204698397,10833500
204698397,122091363
177250985,73431108
177250985,267950777
177250985,122599050
177250985,201226435
177250985,172709235
177250985,204781074
177250985,120596926
177250985,148629271
177250985,63068375
177250985,153524263
88634815,179081275
88634815,153524263
88634815,157228697
88634815,161530920
88634815,172709235
88634815,204079890
88634815,204698397
88634815,199840403
88634815,128725225
88634815,217492134
88634815,120596926
88634815,266694665
88634815,192484922
88634815,177802287
88634815,221673644
62882485,61880248
62882485,152198704
14640476,160639247
14640476,138760739
14640476,175548404
14640476,15616987
14640476,204698397
14640476,155980968
14640476,220353019
14640476,37553840
14640476,153872722
14640476,179081275
14640476,192484922
14640476,153524263
14640476,122599050
14640476,73871837
14640476,82089198
14640476,194216967
14640476,120596926
14640476,192220252
14640476,172709235
14640476,52858045
14640476,109335850
14640476,96053489
681669,96053489
681669,17317040
681669,266694665
681669,177250985
681669,258790926
681669,179081275
681669,76745315
681669,52858045
681669,210736321
681669,53723223
681669,160639247
681669,57733214
192220252,4286278
192220252,220192299
192220252,128725225
192220252,194216967
192220252,97892608
192220252,181456576
192220252,122091363
192220252,57733214
192220252,221673644
192220252,17317040
192220252,73871837
192220252,225790380
192220252,220353019
192220252,76745315
192220252,82089198
192220252,222856387
192220252,242294658
192220252,265288747
192220252,27499569
192220252,157228697
192220252,153524263
192220252,20089662
268805100,128725225
268805100,122599050
268805100,267950777
268805100,261801042
268805100,265930238
268805100,54484490
268805100,99115501
268805100,221673644
268805100,138760739
268805100,238724897
268805100,148629271
268805100,199840403
268805100,88634815
268805100,96053489
268805100,52858045
268805100,100476127
268805100,264049796
268805100,20089662
268805100,132612270
268805100,175548404
44610313,88634815
97892608,124672760
132074289,238724897
217492134,213330802
217492134,89122927
217492134,85755715
217492134,204698397
217492134,261801042
217492134,82089198
217492134,36833670
217492134,16647308
217492134,112532675
217492134,124672760
261801042,198893053
261801042,123594221
261801042,186375032
261801042,132612270
16647308,61880248
16647308,109335850
16647308,250466801
16647308,73871837
16647308,124672760
16647308,201226435
16647308,4286278
16647308,186375032
16647308,204079890
16647308,681669
16647308,63344908
16647308,132074289
16647308,153524263
16647308,204781074
16647308,89122927
16647308,53723223
16647308,15616987
16647308,44610313
16647308,134955930
16647308,36833670
16647308,219591472
16647308,175548404
16647308,220192299
16647308,268697564
16647308,261801042
134955930,97892608
134955930,157228697
134955930,177802287
134955930,124672760
109335850,265930238
109335850,37553840
109335850,213330802
109335850,20089662
109335850,198893053
109335850,44610313
109335850,100476127
109335850,57733214
109335850,258790926
122091363,53723223
124672760,53723223
124672760,134955930
124672760,217492134
124672760,204781074
124672760,221673644
124672760,100476127
124672760,96053489
124672760,148629271
124672760,138760739
124672760,57733214
124672760,10833500
124672760,97892608
124672760,177250985
124672760,14640476
124672760,267950777
124672760,120596926
124672760,36833670
124672760,219591472
124672760,73187080
124672760,153872722
124672760,73431108
124672760,265930238
124672760,213330802
152198704,132074289
152198704,10833500
152198704,99115501
152198704,184037610
152198704,177250985
152198704,155980968
152198704,57733214
152198704,210736321
152198704,265930238
152198704,85755715
152198704,214090037
152198704,268697564
152198704,113565652
152198704,96053489
152198704,192220252
152198704,172709235
152198704,157228697
152198704,161530920
152198704,122599050
112532675,15616987
112532675,266694665
112532675,10833500
112532675,238724897
112532675,85755715
112532675,179081275
112532675,153872722
112532675,217492134
112532675,204079890
112532675,220353019
112532675,56555627
112532675,268697564
112532675,97892608
112532675,265930238
266694665,134955930
266694665,177250985
27499569,82089198
27499569,10833500
27499569,63344908
27499569,181456576
27499569,268805100
27499569,157228697
27499569,242294658
27499569,264049796
27499569,89122927
27499569,78794320
27499569,138760739
27499569,217492134
27499569,160639247
27499569,261801042
267950777,4286278
267950777,132612270
267950777,153872722
267950777,177250985
96053489,61880248
96053489,265288747
96053489,62882485
96053489,225790380
96053489,213330802
96053489,4286278
96053489,128725225
96053489,44610313
96053489,265930238
96053489,134955930
96053489,85755715
96053489,132612270
96053489,36833670
96053489,52858045
96053489,120596926
96053489,122091363
96053489,157228697
96053489,192484922
96053489,204698397
96053489,198893053
220192299,73187080
220192299,112532675
220192299,82089198
220192299,177250985
220192299,96053489
220192299,97892608
220192299,225790380
220192299,20901854
220192299,265930238
220192299,160639247
220192299,153872722
220192299,89122927
220192299,57733214
220192299,221673644
220192299,16647308
220192299,63068375
220192299,194216967
220192299,268697564
220192299,62882485
220192299,132074289
220192299,20089662
220192299,213330802
220192299,258790926
220192299,132612270
